u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
91.03656006,18.86786842,36.46320343,-92.62866211,28.8846035,4999.955566,-141.8753662,52.99798584,29.90910912,22.80921555,19.85474777,48.44150925,17
91.00228882,18.90115738,36.47690582,-92.58541107,28.99004745,4999.949707,-141.8375702,52.95828629,29.94886398,22.89307785,19.85357666,48.42704391,17
90.86915588,18.93771744,36.44688797,-92.69706726,29.05252266,4999.952637,-141.8392334,52.9471283,29.99116325,22.95639801,19.85273933,48.40998077,17
90.7339325,18.96396828,36.43673325,-92.73353577,29.09207153,4999.951172,-141.8470917,52.93642426,30.0096283,23.01334572,19.85213852,48.45302963,17
90.71053314,18.98155594,36.47770691,-92.75656891,29.17160988,4999.952637,-141.7911835,52.97509003,30.08828354,23.05770683,19.85170746,48.43688583,17
90.53261566,19.02466583,36.57721329,-92.59902954,29.29509735,4999.958984,-141.8022919,52.88383865,30.14360237,23.08914375,19.85140038,48.44111252,17
90.6099472,19.09151459,36.74871445,-92.57361603,29.38443756,4999.95752,-141.7853546,52.88494492,30.21022606,23.11166954,19.85117912,48.45441818,17
90.61088562,19.12113762,36.92094803,-92.51157379,29.4628849,4999.956055,-141.8996887,52.87264633,30.26066208,23.11979103,19.85102081,48.47478867,17
90.73569489,19.10669327,36.97602844,-92.40684509,29.54172134,4999.952148,-141.9473724,52.87648392,30.30403137,23.12910843,19.85090637,48.5088501,17
90.85569763,19.08327866,36.97723389,-92.35192871,29.59532928,4999.954102,-142.0603333,52.89785385,30.31808662,23.14030647,19.85082626,48.52030945,17
90.99063873,19.04105759,36.98119736,-92.20011902,29.64498901,4999.952637,-142.1869812,52.86287689,30.3467598,23.14894676,19.85076714,48.51551437,17
91.07131195,18.97367287,37.1027298,-92.12889862,29.68803215,4999.953125,-142.2007294,52.85258484,30.38329697,23.15671921,19.85072517,48.58817291,17
91.17299652,18.9281311,37.2997551,-92.14614868,29.72558212,4999.95752,-142.2782593,52.86466217,30.42771339,23.16175079,19.85069656,48.56769943,17
91.18315887,18.90225983,37.42251968,-92.15170288,29.80169296,4999.959473,-142.3373566,52.86611176,30.47585678,23.16712761,19.85067368,48.47370529,17
91.23214722,18.86408234,37.54161835,-92.05570221,29.85509109,4999.952637,-142.2929993,52.83079147,30.51580048,23.18532562,19.85065842,48.39569473,17
91.14637756,18.82885361,37.64002609,-92.10437775,29.87531281,4999.957031,-142.3280182,52.84065628,30.54608917,23.197649,19.85064888,48.3771019,17
91.097229,18.82160759,37.76012802,-92.23810577,29.95345306,4999.961914,-142.285675,52.88619614,30.58510971,23.20689392,19.85063934,48.40517426,17
90.97660828,18.83895493,37.91073608,-92.21465302,30.05494499,4999.961426,-142.1727448,52.84930801,30.60480118,23.21013069,19.85063362,48.35939789,17
91.07769775,18.85053444,37.99382019,-92.40193939,30.14425659,4999.952148,-142.0380096,52.93950653,30.63897324,23.20588875,19.85062981,48.38871002,17
91.08217621,18.85599709,38.07181931,-92.44802094,30.22904587,4999.961426,-141.9803619,52.9759903,30.67448235,23.21344566,19.8506279,48.41187668,17
91.10294342,18.88708115,38.20959854,-92.48551941,30.29718399,4999.956543,-141.8994446,52.97417068,30.69097519,23.23322105,19.85062599,48.3731308,17
91.11626434,18.93311882,38.31026459,-92.55474854,30.36848259,4999.963379,-141.8404388,53.01437759,30.70628357,23.26328278,19.85062408,48.33746338,17
91.09755707,18.97204018,38.39972687,-92.58670044,30.42626953,4999.961426,-141.8013763,52.99259186,30.74359322,23.28834724,19.85062218,48.4013443,17
90.91034698,19.01943016,38.55582047,-92.5971756,30.52588654,4999.961426,-141.7599182,52.95080185,30.78638458,23.32122421,19.85062218,48.37181854,17
90.91657257,19.08098984,38.72327805,-92.6922226,30.60798454,4999.950195,-141.7098389,52.99070358,30.84840965,23.36712646,19.85062218,48.35120392,17
90.8123703,19.12677002,38.81684494,-92.71723938,30.64769554,4999.949707,-141.7117615,52.98273087,30.87114716,23.41348839,19.85062218,48.33944321,17
90.76422882,19.15601158,38.84537125,-92.78856659,30.67301941,4999.952637,-141.6318054,52.95333862,30.88881302,23.45326996,19.85062027,48.34433365,17
90.6505661,19.1789093,38.85985184,-92.89875793,30.69918442,4999.95459,-141.6484375,52.98407745,30.94035721,23.48104668,19.85062027,48.41215134,17
90.54389954,19.17656517,38.90608978,-92.83797455,30.79216003,4999.961426,-141.7330017,52.95698547,30.97413635,23.5020256,19.85062027,48.45560455,17
90.4206543,19.14043999,39.01632309,-92.83599091,30.92892456,4999.963379,-141.7205963,52.94186783,31.01334,23.51166344,19.85062027,48.52297592,17
90.52187347,19.08055115,39.12371063,-92.72475433,31.04430962,4999.959961,-141.7302399,52.93460083,31.0861969,23.52708054,19.85062027,48.53599167,17
90.51613617,19.01645851,39.2113266,-92.63218689,31.12698555,4999.958008,-141.916153,52.93090057,31.13195992,23.55680466,19.85062027,48.58040619,17
90.72742462,18.969841,39.27261353,-92.46376801,31.19239616,4999.959473,-141.9459991,52.89428329,31.16740417,23.58532715,19.85062027,48.53562927,17
90.90000916,18.94601631,39.32354736,-92.33728027,31.24397469,4999.947754,-142.0370941,52.88177872,31.20413017,23.62647057,19.85062027,48.53637695,17
91.04994965,18.93245888,39.36003876,-92.30831909,31.28224564,4999.952148,-142.1278381,52.94079971,31.2201004,23.67852974,19.85062027,48.52127457,17
90.96534729,18.90428734,39.38618851,-92.19778442,31.32852173,4999.959961,-142.2147064,52.8722496,31.18964958,23.74059868,19.85062027,48.4652977,17
91.08208466,18.8814621,39.40407562,-92.20905304,31.36779594,4999.954102,-142.2001495,52.86335373,31.21998596,23.79427338,19.85062027,48.39492798,17
91.08007813,18.86175156,39.41156387,-92.23653412,31.39103508,4999.961914,-142.2227478,52.87771606,31.26449203,23.83388901,19.85062027,48.36032104,17
91.03614807,18.86149025,39.41662979,-92.19117737,31.4056797,4999.95752,-142.2306824,52.84486771,31.26235771,23.86269951,19.85062027,48.33071136,17
91.07294464,18.8964138,39.42673874,-92.2576828,31.43247986,4999.952637,-142.1298828,52.86854553,31.27750587,23.88731384,19.85062027,48.34148026,17
91.02215576,18.93905067,39.43397903,-92.36270905,31.53756523,4999.956543,-142.0886536,52.89812469,31.30868912,23.92095757,19.85062027,48.3237381,17
90.87057495,18.96471786,39.43917084,-92.39803314,31.68374825,4999.956055,-141.9941559,52.88234329,31.37730408,23.97122192,19.85062027,48.34096146,17
90.94876862,18.97974586,39.44288635,-92.58926392,31.7671299,4999.952148,-141.8799438,52.94416428,31.40636826,24.02075577,19.85062027,48.32840729,17
90.94424438,19.01566887,39.44555283,-92.67764282,31.79367065,4999.960938,-141.8378296,52.98006058,31.45130539,24.07217407,19.85062027,48.30574417,17
90.9726181,19.08546066,39.44746017,-92.67691803,31.84336281,4999.956055,-141.7693634,52.97052765,31.46726608,24.1287384,19.85062027,48.34077454,17
90.99691772,19.1396904,39.476017,-92.67407227,31.90018272,4999.959961,-141.7003174,52.95904922,31.5095768,24.21227074,19.85062027,48.32364655,17
90.98123932,19.17975044,39.51743317,-92.72694397,31.96865654,4999.96582,-141.6632996,52.98633575,31.5316925,24.31361771,19.85062027,48.39083099,17
90.77033997,19.20571899,39.54343033,-92.74423981,32.03337097,4999.959961,-141.6167908,52.95230484,31.56202888,24.39744377,19.85062027,48.39466476,17
90.77941895,19.21056557,39.71526718,-92.9784317,32.07788849,4999.952637,-141.5325928,53.02857208,31.55552292,24.45407677,19.85062027,48.441185,17
90.65969849,19.19058418,39.8888092,-92.99996185,32.11984634,4999.946777,-141.543045,53.01666641,31.57721329,24.51265717,19.85062027,48.45380402,17
90.56625366,19.15247154,39.87126923,-92.93725586,32.14630127,4999.958008,-141.55513,52.97652054,31.65173721,24.56575966,19.85062027,48.50336838,17
90.51049805,19.10416412,39.82160568,-92.95561981,32.16277695,4999.954102,-141.5639038,52.98980713,31.71663666,24.59702492,19.85062027,48.52973557,17
90.46749878,19.04506874,39.7305069,-92.90306091,32.18312073,4999.956543,-141.6237183,52.96862411,31.80275345,24.62793922,19.85062027,48.5073967,17
90.33568573,19.00377655,39.83203888,-92.82726288,32.21185684,4999.963379,-141.6707458,52.91792297,31.85768509,24.66321373,19.85062027,48.57642746,17
90.49346924,18.96854401,40.1245575,-92.77465057,32.28024292,4999.960938,-141.6844635,52.95899963,31.90634155,24.69749069,19.85062027,48.60686874,17
90.55082703,18.93932343,40.2742424,-92.6708374,32.35770798,4999.955566,-141.8527679,52.92599106,31.92671394,24.72906876,19.85062027,48.596138,17
90.70828247,18.92587662,40.35503006,-92.52745819,32.38989639,4999.957031,-141.959671,52.90781784,31.93697357,24.75169563,19.85062027,48.62520218,17
90.89060211,18.90598106,40.55237961,-92.39398193,32.42997742,4999.953125,-142.0230865,52.88922119,31.93288803,24.76535797,19.85062027,48.51115036,17
91.05232239,18.91976547,40.71832275,-92.42449188,32.51633453,4999.95459,-142.0415192,52.94712067,31.94192123,24.77828217,19.85062027,48.51282883,17
90.92259216,18.96296883,40.8343544,-92.4604187,32.63663483,4999.956055,-142.1165924,52.93702316,31.97068787,24.79436493,19.85062027,48.52032089,17
90.94247437,18.98525238,40.93535614,-92.4101944,32.71592331,4999.959473,-142.1378326,52.89484787,32.03974533,24.80299568,19.86421394,48.44126511,17
90.93751526,19.00839996,41.13769531,-92.44762421,32.75358963,4999.959473,-142.126297,52.92126465,32.12389374,24.81053352,19.87763596,48.41965485,17
90.94018555,19.04099274,41.40620422,-92.46475983,32.76229858,4999.960449,-142.0645752,52.90551758,32.1568222,24.83075905,19.86997795,48.40547562,17
90.94389343,19.10276604,41.6440773,-92.48499298,32.76313782,4999.952637,-141.9894714,52.92441559,32.1566658,24.86480904,19.86449051,48.36201859,17
90.90255737,19.15275002,41.8153038,-92.54972839,32.81046677,4999.957031,-141.9443054,52.9603157,32.17219543,24.88773155,19.86055946,48.3371582,17
90.88593292,19.19258881,41.87818146,-92.62444305,32.89017105,4999.955078,-141.7284088,52.95357895,32.23018646,24.90057755,19.85774231,48.37962341,17
90.95507813,19.22751617,41.92184448,-92.73790741,32.93468094,4999.953125,-141.6399994,53.02351761,32.3173027,24.93383026,19.86889076,48.372715,17
90.9475708,19.24651146,42.03318787,-92.74376678,32.99374771,4999.963867,-141.6217651,53.03926468,32.39028931,24.98419762,19.88044739,48.32442856,17
90.95890045,19.2450695,42.23519897,-92.70535278,33.07198715,4999.953613,-141.5705872,53.00310898,32.42791367,25.03297806,19.87199211,48.3503952,17
90.94374847,19.23231888,42.37705612,-92.76324463,33.14873123,4999.955566,-141.5247345,52.9963913,32.44504929,25.06831169,19.86593437,48.3005867,17
90.80593872,19.21019173,42.455616,-92.91316223,33.20158005,4999.959473,-141.5859833,53.03196716,32.47608948,25.09610748,19.86159325,48.34500122,17
90.53860474,19.15871048,42.49292374,-92.98614502,33.23182678,4999.956055,-141.5731201,52.99284744,32.51774216,25.11149216,19.85848236,48.38441849,17
90.56271362,19.08918762,42.50716782,-93.04898834,33.30383682,4999.952148,-141.4554901,53.01914215,32.58288193,25.13679123,19.85625458,48.33883286,17
90.51444244,19.02944756,42.59181213,-93.06382751,33.39954758,4999.954102,-141.4183502,52.9957428,32.60962677,25.20749664,19.85465622,48.4182663,17
90.43267059,18.97476768,42.71959305,-92.99500275,33.47442627,4999.955078,-141.4631958,52.96246719,32.62260437,25.2630024,19.85351181,48.41266632,17
90.35878754,18.92767906,42.81690216,-92.92763519,33.5441246,4999.958496,-141.5477448,52.94710159,32.6235466,25.29785156,19.85269356,48.46806717,17
90.40194702,18.90551758,42.83627319,-92.85688782,33.57904053,4999.960938,-141.568512,52.94225693,32.63599396,25.33153152,19.85210609,48.43361664,17
90.32443237,18.89562225,42.81918335,-92.76014709,33.59783173,4999.959961,-141.6096039,52.90132141,32.66765976,25.36470795,19.86527824,48.47219086,17
90.38250732,18.89532471,42.82613754,-92.81241608,33.63841629,4999.958496,-141.7644196,52.94904327,32.69661331,25.42722702,19.91875458,48.59165955,17
90.55604553,18.93949318,42.92171478,-92.59868622,33.66941833,4999.955566,-141.8582001,52.89296341,32.73419571,25.49241447,19.95072746,48.60142899,17
90.7445755,18.98387718,43.08913422,-92.46403503,33.68175507,4999.952637,-141.9355469,52.89596939,32.76948166,25.53380394,19.94911194,48.55978775,17
90.93701935,19.02501678,43.19725037,-92.45681763,33.69052124,4999.952637,-141.9455414,52.91992569,32.81249619,25.56604385,19.96837425,48.5280304,17
91.0076828,19.08671951,43.25489044,-92.38179016,33.71876907,4999.954102,-141.9739685,52.93334198,32.84975433,25.58501434,20.0719471,48.40017319,17
90.89788818,19.13269043,43.29444885,-92.42641449,33.80934143,4999.958496,-141.978363,52.92534637,32.87866974,25.59394073,20.16199112,48.44062805,17
90.94308472,19.18459702,43.2569313,-92.33792114,33.9466362,4999.954102,-141.9318085,52.87799454,32.92341232,25.60323334,20.10006332,48.40014267,17
90.87793732,19.22500038,43.29566956,-92.4394989,34.04765701,4999.956055,-141.9565735,52.92744827,32.95504379,25.62340355,20.06282616,48.42440796,17
90.81693268,19.25196266,43.47246552,-92.48590851,34.09275436,4999.961914,-141.9483795,52.91049576,32.96044159,25.6567955,20.0026722,48.41656113,17
90.88863373,19.26289368,43.56396103,-92.52101898,34.12444305,4999.95166,-141.808197,52.94206238,33.02838135,25.68515778,19.95956993,48.3020401,17
90.85661316,19.26973534,43.63218689,-92.53617859,34.19202423,4999.947266,-141.755188,52.9333725,33.06163788,25.70961189,19.92868614,48.28682327,17
90.73368835,19.26314735,43.75231934,-92.69009399,34.26628494,4999.952637,-141.6405487,52.96572113,33.11442947,25.72712517,19.90655708,48.32032776,17
90.86017609,19.23354149,43.83792877,-92.77215576,34.32455826,4999.954102,-141.5012054,53.00074768,33.12651825,25.74995804,19.89070129,48.35573959,17
90.81007385,19.19722557,43.95166397,-92.8660202,34.3618927,4999.954102,-141.52005,53.0253067,33.10521698,25.80131149,19.87933922,48.39186478,17
90.7912674,19.14149857,44.03819275,-92.87012482,34.38793945,4999.956055,-141.4842224,53.01340103,33.14827728,25.8516407,19.87119865,48.37561035,17
90.75272369,19.06051445,44.08394623,-92.8230896,34.43062973,4999.953613,-141.4486084,52.96520615,33.2112999,25.88797569,19.86536598,48.35218811,17
90.60682678,19.00588417,44.09134674,-92.93618774,34.45947647,4999.958984,-141.4820251,52.96530151,33.24151993,25.92076492,19.87477875,48.32288361,17
90.38634491,18.98034859,44.16365433,-93.03894043,34.48671722,4999.958984,-141.4052887,52.9487381,33.28482056,25.95993233,19.91196823,48.37277222,17
90.35681915,18.96609497,44.28876114,-93.05673981,34.52351379,4999.952148,-141.3548126,52.92908096,33.31760788,26.00821114,19.94218254,48.33613205,17
90.28271484,18.97376633,44.37415695,-93.05349731,34.54988098,4999.957031,-141.4152222,52.93075943,33.33320999,26.04333496,19.94709778,48.37464905,17
90.21850586,19.00649261,44.39276886,-92.99279785,34.56070328,4999.953125,-141.4892426,52.8987999,33.40625,26.06179428,19.96444511,48.4176178,17
90.27662659,19.03978539,44.40026474,-92.92749786,34.56966782,4999.95166,-141.4913788,52.89216232,33.43283463,26.08247375,20.02382278,48.40847397,17
90.32563019,19.06040001,44.41051102,-92.79185486,34.60596085,4999.958008,-141.5879059,52.88412857,33.49645233,26.12407875,20.04551888,48.47916794,17
90.34194183,19.07235527,44.45065689,-92.7714386,34.63823318,4999.955566,-141.5982971,52.89963531,33.49811554,26.16999817,19.99707413,48.55363464,17
90.56465912,19.11758232,44.53564453,-92.6295929,34.67393112,4999.955078,-141.6394043,52.872612,33.53373337,26.19658279,19.97866058,48.51842117,17
90.69650269,19.17788124,44.63117599,-92.56877136,34.74993134,4999.95459,-141.7848663,52.89984131,33.58076477,26.22801971,19.94236565,48.54114914,17
90.85897827,19.21577644,44.62148666,-92.52997589,34.84066391,4999.956543,-141.8327332,52.90593338,33.63328552,26.26207733,19.91635895,48.48609924,17
90.81271362,19.25045586,44.65003586,-92.47322845,34.93348312,4999.95459,-141.9670715,52.87508011,33.68347168,26.28725243,19.89772415,48.4131546,17
90.83647156,19.27530479,44.64232635,-92.43643188,35.02500916,4999.95459,-141.9540253,52.84764481,33.65328979,26.30166054,19.8843708,48.33385468,17
90.71805573,19.29157639,44.71942902,-92.4958725,35.12905502,4999.959961,-141.908783,52.84903717,33.71591949,26.31044579,19.87480354,48.35611725,17
90.79332733,19.29853439,44.85174942,-92.57485199,35.2169075,4999.960449,-141.8059692,52.89803696,33.76795197,26.32229805,19.86794853,48.39633179,17
90.74464417,19.29366302,44.8650589,-92.54566193,35.27526474,4999.959473,-141.8085938,52.88985825,33.78419113,26.33638382,19.86303711,48.35322189,17
90.75574493,19.24823952,44.87248993,-92.6218338,35.31669998,4999.955078,-141.7146759,52.92829514,33.8433609,26.34384918,19.85951614,48.38358688,17
90.73755646,19.20104027,44.9914093,-92.74765778,35.39276123,4999.956055,-141.6609192,52.95815277,33.86935425,26.3450737,19.85699463,48.32834625,17
90.7091217,19.13979149,45.11570358,-92.77735901,35.49688339,4999.958984,-141.6272278,52.96537781,33.89699936,26.35139275,19.85518837,48.41299438,17
90.55667114,19.06902885,45.18212128,-92.85629272,35.56663513,4999.95752,-141.5523071,52.95734406,33.92142487,26.35908127,19.85389328,48.46346664,17
90.66021729,19.00759315,45.27710342,-92.90898895,35.6238327,4999.954102,-141.442337,52.97496414,33.94061279,26.36413002,19.85296631,48.38625336,17
90.7151413,18.95850182,45.36869812,-92.92967224,35.68037033,4999.956055,-141.3570557,52.98093414,33.93267441,26.3690567,19.85910416,48.38677979,17
90.66815186,18.93276405,45.42117691,-92.96143341,35.7196312,4999.960449,-141.3519897,53.00924301,33.97206879,26.37235832,19.90043068,48.37825775,17
90.58716583,18.93361092,45.47797012,-93.04784393,35.73588562,4999.955078,-141.3521271,53.03406143,33.96878815,26.37580299,19.97720909,48.38077927,17
90.46346283,18.96432686,45.60593796,-93.08092499,35.77642059,4999.956055,-141.3486481,53.00292206,33.94081497,26.3782711,20.03296852,48.41302872,17
90.30296326,18.990942,45.69715118,-93.16893005,35.84812164,4999.95166,-141.2197876,52.99260712,33.98856354,26.38003922,20.10759735,48.41129684,17
90.36088562,19.03195381,45.76056671,-93.176651,35.90450668,4999.953613,-141.1466217,52.98116302,34.06412506,26.38130569,20.26498604,48.4169426,17
90.21170044,19.08600426,45.77259827,-93.18122101,35.97182846,4999.956055,-141.322525,53.00315094,34.11684418,26.38221359,20.35166168,48.4798851,17
90.20742035,19.13726807,45.77136993,-93.05438995,36.0456543,4999.957031,-141.3847809,52.9575882,34.16529083,26.382864,20.51331329,48.58587646,17
90.18621826,19.18091774,45.81011581,-93.02828979,36.07088852,4999.953613,-141.5249176,52.9773407,34.20470047,26.3833313,20.69844818,48.58184433,17
90.37233734,19.21798325,45.83499146,-92.89411926,36.08416367,4999.958496,-141.5209808,53.00193405,34.27045059,26.38366508,20.73497391,48.5613327,17
90.4449234,19.24624825,45.87635803,-92.82065582,36.14092636,4999.958496,-141.4996338,52.9694252,34.30333328,26.39494896,20.7258091,48.66204834,17
90.58704376,19.27246094,45.90748596,-92.7021637,36.22586441,4999.954102,-141.6500854,52.96501923,34.32981873,26.41282272,20.59970665,48.65173721,17
90.72872925,19.2923336,45.92979431,-92.65162659,36.26761246,4999.947754,-141.7356567,52.95741272,34.37911987,26.41343498,20.4897728,48.57586288,17
90.82904816,19.30762863,45.94577408,-92.64130402,36.28979874,4999.955566,-141.7598114,52.96751404,34.45320129,26.40523529,20.33946228,48.52663803,17
90.85522461,19.3068924,45.9572258,-92.61578369,36.34374237,4999.958008,-141.7828827,52.96744156,34.49483109,26.4265461,20.22473717,48.52048492,17
90.7877121,19.27929306,45.96543503,-92.56084442,36.40738678,4999.958984,-141.8154907,52.93881989,34.48620987,26.46277618,20.11868668,48.38769531,17
90.64239502,19.26140594,45.97131348,-92.60734558,36.45178604,4999.956055,-141.7661896,52.91434479,34.50336456,26.46466255,20.04269791,48.36735916,17
90.69933319,19.19176674,45.9755249,-92.60176086,36.49017715,4999.956055,-141.6718292,52.92940521,34.52374649,26.46417236,19.98825073,48.31591415,17
90.71941376,19.10640144,45.97854614,-92.7171402,36.53708267,4999.962891,-141.5974884,52.9689827,34.55516815,26.47925568,19.94923592,48.34730148,17
90.76467896,19.01900864,45.98773193,-92.78536987,36.57339478,4999.958984,-141.4988098,53.01589203,34.60279083,26.498703,19.92128181,48.37043381,17
90.84152222,18.95905113,46.0111351,-92.79505157,36.57944489,4999.950684,-141.3591919,52.99534988,34.60247803,26.55044174,19.90125084,48.43136978,17
90.7703476,18.94772339,46.00405884,-92.95529175,36.56435394,4999.958008,-141.3673859,53.03474426,34.6609993,26.65552902,19.88689995,48.41247559,17
90.587677,19.00080109,45.99898911,-92.99278259,36.59423447,4999.959961,-141.3256226,52.99380493,34.70469666,26.77107048,19.91809654,48.45779419,17
90.60868073,19.0206604,45.99535751,-93.11992645,36.64245987,4999.959473,-141.2932434,53.03527832,34.71315765,26.87190247,20.03981018,48.41299057,17
90.53338623,19.06842995,45.99275589,-93.07654572,36.68222046,4999.95752,-141.3183746,52.99075317,34.74770355,26.95114517,20.00724983,48.38247299,17
90.45948792,19.08625031,45.9908905,-93.08940887,36.75094223,4999.958008,-141.3052063,52.96458054,34.77360916,27.0118103,20.04141235,48.32483673,17
90.43097687,19.1315918,45.98955154,-93.26478577,36.82723618,4999.960449,-141.2229767,53.03956223,34.80555725,27.05525208,20.08052826,48.35913086,17
90.33563232,19.19013596,45.98859406,-93.2773819,36.88531113,4999.954102,-141.209549,53.0376358,34.84670258,27.07369804,20.32019043,48.37106323,17
90.17675781,19.23208427,46.05111694,-93.29930878,36.90672302,4999.949219,-141.1280823,53.01490021,34.83853149,27.07050514,20.49959755,48.42326736,17
90.12778473,19.26231194,46.3533287,-93.30634308,36.93800735,4999.953613,-141.2096405,52.99882507,34.86936188,27.14431,20.62569809,48.44116974,17
90.14125824,19.28472137,46.69762802,-93.16757202,37.00226212,4999.952148,-141.2789154,52.9389801,34.9421463,27.25887108,20.66087723,48.40744019,17
90.17855072,19.30101585,46.79626465,-93.08583832,37.09189606,4999.952148,-141.3852844,52.97232437,35.00258255,27.34469223,20.81428337,48.42580795,17
90.30108643,19.31033897,46.62786102,-92.91293335,37.21950531,4999.959473,-141.4351044,52.93584824,35.04519653,27.43001175,20.89937782,48.56161499,17
90.4502182,19.31228447,46.6608963,-92.8564682,37.32696533,4999.958008,-141.5032654,52.95521164,35.09008026,27.47470093,21.00954819,48.47235489,17
90.53074646,19.3035183,46.49348068,-92.80667114,37.35159302,4999.955078,-141.5249329,52.98111343,35.13778305,27.520298,21.02471924,48.55676651,17
90.63385773,19.26582718,46.39005661,-92.74450684,37.40577316,4999.953613,-141.6594543,52.95748901,35.17595673,27.59655762,21.06799507,48.48652267,17
90.78381348,19.21510506,46.4618454,-92.68208313,37.42857742,4999.952637,-141.6547546,52.95550537,35.23706055,27.66369629,21.14013672,48.4304924,17
90.80204773,19.14373398,46.53080368,-92.64903259,37.44499588,4999.958496,-141.6738434,52.9488945,35.25914764,27.71863556,21.21942711,48.39279175,17
90.7323761,19.06102371,46.61573792,-92.64710236,37.54666901,4999.956055,-141.7286072,52.93869781,35.26592255,27.75969124,21.24658585,48.360466,17
90.67516327,19.00738144,46.92485428,-92.75306702,37.6122818,4999.962402,-141.7182007,52.96702957,35.18182373,27.78965759,21.32079697,48.29462814,17
90.53272247,18.9807682,47.13706207,-92.72158813,37.67600632,4999.956055,-141.65625,52.92010117,35.23033905,27.82505989,21.38098907,48.37604141,17
90.50062561,18.97584152,47.44190979,-92.80387115,37.73319626,4999.954102,-141.6540222,52.95542526,35.26537704,27.86192322,21.43310165,48.42266846,17
90.52739716,18.99953651,47.74600983,-92.89279175,37.77452087,4999.960449,-141.5855103,52.98563004,35.30775452,27.88755798,21.45948029,48.33036423,17
90.55632019,19.04092789,48.01776505,-92.93601227,37.81015778,4999.954102,-141.4976654,53.00489044,35.33639145,27.90709305,21.46645546,48.39212036,17
90.57306671,19.06191254,48.30355835,-92.96266937,37.84838486,4999.945801,-141.4261322,53.00220871,35.39298248,27.93123436,21.47123528,48.41767883,17
90.55982971,19.10937881,48.52044678,-92.95113373,37.88932419,4999.953125,-141.3789368,53.01659012,35.4202919,27.94949722,21.47764778,48.32081604,17
90.43002319,19.1551075,48.51944733,-93.09786224,37.92512894,4999.962402,-141.2796936,53.01735687,35.38736725,27.95632553,21.49315262,48.40670776,17
90.49100494,19.19799423,48.64203644,-93.16353607,37.93430328,4999.957031,-141.1931915,53.03358078,35.5088501,27.96150017,21.49830246,48.34018707,17
90.45050812,19.24061012,48.79592896,-93.2377243,37.95290375,4999.964355,-141.174057,53.06577301,35.50660324,27.97399712,21.48618889,48.33612061,17
90.43871307,19.26603317,48.77015305,-93.31790924,37.99847412,4999.962402,-141.0874023,53.07974625,35.56864929,27.982687,21.42341805,48.32001495,17
90.3391571,19.27962303,48.72285461,-93.32594299,38.04328537,4999.956055,-141.0720215,53.04639816,35.62112808,27.99269104,21.34183311,48.30215454,17
90.20021057,19.29852104,48.82027054,-93.33628845,38.08333588,4999.954102,-141.1330566,53.02191925,35.61682129,27.99943542,21.19179916,48.40590668,17
90.04202271,19.30991554,48.85204697,-93.2803421,38.10006714,4999.953125,-141.1153412,52.98184586,35.64644623,28.0041523,21.19223595,48.49358368,17
90.10057068,19.31337357,48.91691589,-93.20848846,38.12527466,4999.956055,-141.1516571,53.00852966,35.61159515,28.0127449,21.23387527,48.44538116,17
90.08319092,19.29994774,48.90307617,-93.2020874,38.17673874,4999.961426,-141.2765503,52.99077988,35.62874985,28.0201683,21.24802589,48.58146286,17
90.09841919,19.29130745,48.89783859,-93.13250732,38.21179199,4999.95459,-141.4278412,52.98089981,35.70005035,28.03866386,21.27170181,48.57535172,17
90.28350067,19.26485062,49.00024033,-92.98695374,38.24769592,4999.958984,-141.4547729,52.95476532,35.73182678,28.07876015,21.26631165,48.50643921,17
90.4036026,19.23361588,49.13408279,-92.88972473,38.28902435,4999.953125,-141.5640259,52.96626663,35.81430435,28.11115265,21.26969147,48.49454498,17
90.40357971,19.17398071,49.18690491,-92.79680634,38.3096199,4999.946777,-141.6416168,52.9097023,35.86277008,28.14637375,21.26883125,48.51038742,17
90.53753662,19.13197899,49.24830627,-92.75861359,38.3320961,4999.952637,-141.67659,52.92925262,35.84690094,28.21889687,21.18718338,48.45528793,17
90.56666565,19.05324745,49.30815125,-92.7378006,38.37120819,4999.95459,-141.7055817,52.92022705,35.92324448,28.30181122,21.17488098,48.38566971,17
90.6291275,19.01218033,49.32057953,-92.72759247,38.41067123,4999.953125,-141.6461487,52.91826248,35.93315125,28.34942436,21.16606712,48.39467621,17
90.63506317,19.03230858,49.34358597,-92.72061157,38.45090103,4999.95752,-141.5950623,52.93360901,35.94060135,28.40566444,21.12507439,48.33875656,17
90.57598114,19.03804588,49.34487915,-92.7310791,38.49528122,4999.952148,-141.5903625,52.92609406,36.00906372,28.47048759,20.97796059,48.32292938,17
90.44190979,19.05562782,49.41860199,-92.87310791,38.53155518,4999.961426,-141.5232239,52.94653702,36.10263824,28.51585579,20.89318085,48.33018112,17
90.48402405,19.11584473,49.53357315,-92.92804718,38.58672714,4999.959961,-141.4542542,52.96098709,36.09492874,28.55473518,20.89743423,48.26568985,17
90.59637451,19.16843033,49.58561325,-92.92391205,38.61600113,4999.949707,-141.3095856,52.98339844,36.10374832,28.58899307,20.91648102,48.26600266,17
90.57044983,19.21687126,49.60110474,-93.09479523,38.63697815,4999.948242,-141.2841644,53.05063248,36.10337448,28.6088295,21.041996,48.31081772,17
